Date;Epidemiological Week;State;City;City Ibge Code;Is Last;Is Repeated;Last Available Date;Place Type;Estimated Population;Estimated Population 2019;Last Available Confirmed;Last Available Confirmed Per 100K Inhabitants;Last Available Death Rate;Last Available Deaths;New Confirmed;New Deaths;Order For Place
30/04/2020;202018;AC;Senador Guiomard;1200450;False;False;30/04/2020;city;23236;23024;3;12,911;0;0;0;0;12
30/04/2020;202018;AC;Xapuri;1200708;False;False;30/04/2020;city;19596;19323;8;40,82466;0;0;5;0;2
30/04/2020;202018;AC;;12;False;False;30/04/2020;state;894470;881935;404;45,16641;0,047;19;50;1;45
01/05/2020;202018;AC;AcrelÃ¢ndia;1200013;False;False;01/05/2020;city;15490;15256;13;83,92511;0;0;0;0;34
01/05/2020;202018;AC;Assis Brasil;1200054;False;False;01/05/2020;city;7534;7417;1;13,27316;0;0;1;0;1
01/05/2020;202018;AC;Bujari;1200138;False;False;01/05/2020;city;10420;10266;2;19,19386;0;0;0;0;24
01/05/2020;202018;AC;Cruzeiro do Sul;1200203;False;False;01/05/2020;city;89072;88376;12;13,47225;0;0;7;0;19
01/05/2020;202018;AC;MÃ¢ncio Lima;1200336;False;False;01/05/2020;city;19311;18977;2;10,35679;0;0;0;0;3
01/05/2020;202018;AC;PlÃ¡cido de Castro;1200385;False;False;01/05/2020;city;19955;19761;34;170,38336;0,0294;1;9;0;26
01/05/2020;202018;AC;Porto Acre;1200807;False;False;01/05/2020;city;18824;18504;2;10,62473;0;0;0;0;34
01/05/2020;202018;AC;Rio Branco;1200401;False;False;01/05/2020;city;413418;407319;408;98,68946;0,0441;18;64;0;46
01/05/2020;202018;AC;Senador Guiomard;1200450;False;False;01/05/2020;city;23236;23024;4;17,21467;0;0;1;0;13
01/05/2020;202018;AC;Xapuri;1200708;False;False;01/05/2020;city;19596;19323;9;45,92774;0;0;1;0;3
01/05/2020;202018;AC;;12;False;False;01/05/2020;state;894470;881935;487;54,44565;0,039;19;83;0;46
02/05/2020;202018;AC;AcrelÃ¢ndia;1200013;False;False;02/05/2020;city;15490;15256;13;83,92511;0;0;0;0;35
02/05/2020;202018;AC;Assis Brasil;1200054;False;False;02/05/2020;city;7534;7417;1;13,27316;0;0;0;0;2
02/05/2020;202018;AC;Bujari;1200138;False;False;02/05/2020;city;10420;10266;2;19,19386;0;0;0;0;25
02/05/2020;202018;AC;Cruzeiro do Sul;1200203;False;False;02/05/2020;city;89072;88376;9;10,10419;0;0;-3;0;20
02/05/2020;202018;AC;FeijÃ³;1200302;False;False;02/05/2020;city;34884;34780;1;2,86664;0;0;1;0;1
02/05/2020;202018;AC;MÃ¢ncio Lima;1200336;False;False;02/05/2020;city;19311;18977;3;15,53519;0;0;1;0;4
02/05/2020;202018;AC;PlÃ¡cido de Castro;1200385;False;False;02/05/2020;city;19955;19761;34;170,38336;0,0588;2;0;1;27
02/05/2020;202018;AC;Porto Acre;1200807;False;False;02/05/2020;city;18824;18504;2;10,62473;0;0;0;0;35
02/05/2020;202018;AC;Rio Branco;1200401;False;False;02/05/2020;city;413418;407319;474;114,65393;0,0422;20;66;2;47
02/05/2020;202018;AC;Senador Guiomard;1200450;False;False;02/05/2020;city;23236;23024;4;17,21467;0;0;0;0;14
02/05/2020;202018;AC;TarauacÃ¡;1200609;False;False;02/05/2020;city;43151;42567;1;2,31744;0;0;1;0;1
02/05/2020;202018;AC;Xapuri;1200708;False;False;02/05/2020;city;19596;19323;9;45,92774;0;0;0;0;4
02/05/2020;202018;AC;;12;False;False;02/05/2020;state;894470;881935;553;61,82432;0,0398;22;66;3;47
03/05/2020;202019;AC;AcrelÃ¢ndia;1200013;False;False;03/05/2020;city;15490;15256;15;96,83667;0;0;2;0;36
03/05/2020;202019;AC;Assis Brasil;1200054;False;False;03/05/2020;city;7534;7417;1;13,27316;0;0;0;0;3
03/05/2020;202019;AC;Bujari;1200138;False;False;03/05/2020;city;10420;10266;2;19,19386;0;0;0;0;26
03/05/2020;202019;AC;Cruzeiro do Sul;1200203;False;False;03/05/2020;city;89072;88376;9;10,10419;0;0;0;0;21
03/05/2020;202019;AC;FeijÃ³;1200302;False;False;03/05/2020;city;34884;34780;1;2,86664;0;0;0;0;2
03/05/2020;202019;AC;MÃ¢ncio Lima;1200336;False;False;03/05/2020;city;19311;18977;3;15,53519;0;0;0;0;5
03/05/2020;202019;AC;PlÃ¡cido de Castro;1200385;False;False;03/05/2020;city;19955;19761;41;205,46229;0,0732;3;7;1;28
03/05/2020;202019;AC;Porto Acre;1200807;False;False;03/05/2020;city;18824;18504;2;10,62473;0;0;0;0;36
03/05/2020;202019;AC;Rio Branco;1200401;False;False;03/05/2020;city;413418;407319;567;137,14933;0,0388;22;93;2;48
03/05/2020;202019;AC;Senador Guiomard;1200450;False;False;03/05/2020;city;23236;23024;6;25,822;0;0;2;0;15
03/05/2020;202019;AC;TarauacÃ¡;1200609;False;False;03/05/2020;city;43151;42567;2;4,63489;0;0;1;0;2
03/05/2020;202019;AC;Xapuri;1200708;False;False;03/05/2020;city;19596;19323;9;45,92774;0;0;0;0;5
03/05/2020;202019;AC;;12;False;False;03/05/2020;state;894470;881935;658;73,56312;0,038;25;105;3;48
04/05/2020;202019;AC;AcrelÃ¢ndia;1200013;False;False;04/05/2020;city;15490;15256;15;96,83667;0,0667;1;0;1;37
04/05/2020;202019;AC;Assis Brasil;1200054;False;False;04/05/2020;city;7534;7417;1;13,27316;0;0;0;0;4
04/05/2020;202019;AC;Bujari;1200138;False;False;04/05/2020;city;10420;10266;2;19,19386;0;0;0;0;27
04/05/2020;202019;AC;Cruzeiro do Sul;1200203;False;False;04/05/2020;city;89072;88376;11;12,34956;0;0;2;0;22
04/05/2020;202019;AC;FeijÃ³;1200302;False;False;04/05/2020;city;34884;34780;1;2,86664;0;0;0;0;3
04/05/2020;202019;AC;MÃ¢ncio Lima;1200336;False;False;04/05/2020;city;19311;18977;2;10,35679;0;0;-1;0;6
04/05/2020;202019;AC;PlÃ¡cido de Castro;1200385;False;False;04/05/2020;city;19955;19761;41;205,46229;0,0732;3;0;0;29
04/05/2020;202019;AC;Porto Acre;1200807;False;False;04/05/2020;city;18824;18504;2;10,62473;0;0;0;0;37
04/05/2020;202019;AC;Rio Branco;1200401;False;False;04/05/2020;city;413418;407319;635;153,59757;0,0378;24;68;2;49
04/05/2020;202019;AC;Sena Madureira;1200500;False;False;04/05/2020;city;46511;45848;2;4,30006;0;0;2;0;1
04/05/2020;202019;AC;Senador Guiomard;1200450;False;False;04/05/2020;city;23236;23024;10;43,03667;0;0;4;0;16
04/05/2020;202019;AC;TarauacÃ¡;1200609;False;False;04/05/2020;city;43151;42567;2;4,63489;0;0;0;0;3
04/05/2020;202019;AC;Xapuri;1200708;False;False;04/05/2020;city;19596;19323;9;45,92774;0;0;0;0;6
04/05/2020;202019;AC;;12;False;False;04/05/2020;state;894470;881935;733;81,94797;0,0382;28;75;3;49
05/05/2020;202019;AC;AcrelÃ¢ndia;1200013;False;False;05/05/2020;city;15490;15256;16;103,29245;0,0625;1;1;0;38
05/05/2020;202019;AC;Assis Brasil;1200054;False;False;05/05/2020;city;7534;7417;1;13,27316;0;0;0;0;5
05/05/2020;202019;AC;Bujari;1200138;False;False;05/05/2020;city;10420;10266;2;19,19386;0;0;0;0;28
05/05/2020;202019;AC;Cruzeiro do Sul;1200203;False;False;05/05/2020;city;89072;88376;22;24,69912;0;0;11;0;23
05/05/2020;202019;AC;FeijÃ³;1200302;False;False;05/05/2020;city;34884;34780;1;2,86664;0;0;0;0;4
05/05/2020;202019;AC;MÃ¢ncio Lima;1200336;False;False;05/05/2020;city;19311;18977;2;10,35679;0;0;0;0;7
05/05/2020;202019;AC;PlÃ¡cido de Castro;1200385;False;False;05/05/2020;city;19955;19761;45;225,50739;0,0667;3;4;0;30
05/05/2020;202019;AC;Porto Acre;1200807;False;False;05/05/2020;city;18824;18504;2;10,62473;0;0;0;0;38
05/05/2020;202019;AC;Rio Branco;1200401;False;False;05/05/2020;city;413418;407319;696;168,35261;0,0359;25;61;1;50
05/05/2020;202019;AC;Sena Madureira;1200500;False;False;05/05/2020;city;46511;45848;2;4,30006;0;0;0;0;2
05/05/2020;202019;AC;Senador Guiomard;1200450;False;False;05/05/2020;city;23236;23024;11;47,34033;0;0;1;0;17
05/05/2020;202019;AC;TarauacÃ¡;1200609;False;False;05/05/2020;city;43151;42567;8;18,53955;0;0;6;0;4
05/05/2020;202019;AC;Xapuri;1200708;False;False;05/05/2020;city;19596;19323;9;45,92774;0;0;0;0;7
05/05/2020;202019;AC;;12;False;False;05/05/2020;state;894470;881935;817;91,33901;0,0355;29;84;1;50
06/05/2020;202019;AC;AcrelÃ¢ndia;1200013;False;False;06/05/2020;city;15490;15256;15;96,83667;0,0667;1;-1;0;39
06/05/2020;202019;AC;Assis Brasil;1200054;False;False;06/05/2020;city;7534;7417;1;13,27316;0;0;0;0;6
06/05/2020;202019;AC;Bujari;1200138;False;False;06/05/2020;city;10420;10266;3;28,79079;0;0;1;0;29
06/05/2020;202019;AC;Cruzeiro do Sul;1200203;False;False;06/05/2020;city;89072;88376;26;29,18987;0;0;4;0;24
06/05/2020;202019;AC;FeijÃ³;1200302;False;False;06/05/2020;city;34884;34780;1;2,86664;0;0;0;0;5
06/05/2020;202019;AC;MÃ¢ncio Lima;1200336;False;False;06/05/2020;city;19311;18977;2;10,35679;0;0;0;0;8
06/05/2020;202019;AC;PlÃ¡cido de Castro;1200385;False;False;06/05/2020;city;19955;19761;53;265,59759;0,0566;3;8;0;31
06/05/2020;202019;AC;Porto Acre;1200807;False;False;06/05/2020;city;18824;18504;3;15,9371;0;0;1;0;39
06/05/2020;202019;AC;Rio Branco;1200401;False;False;06/05/2020;city;413418;407319;808;195,44384;0,0384;31;112;6;51
06/05/2020;202019;AC;Sena Madureira;1200500;False;False;06/05/2020;city;46511;45848;2;4,30006;0;0;0;0;3
06/05/2020;202019;AC;Senador Guiomard;1200450;False;False;06/05/2020;city;23236;23024;12;51,644;0;0;1;0;18
06/05/2020;202019;AC;TarauacÃ¡;1200609;False;False;06/05/2020;city;43151;42567;8;18,53955;0;0;0;0;5
06/05/2020;202019;AC;Xapuri;1200708;False;False;06/05/2020;city;19596;19323;9;45,92774;0;0;0;0;8
06/05/2020;202019;AC;;12;False;False;06/05/2020;state;894470;881935;943;105,42556;0,0371;35;126;6;51
07/05/2020;202019;AC;AcrelÃ¢ndia;1200013;False;False;07/05/2020;city;15490;15256;15;96,83667;0,0667;1;0;0;40
07/05/2020;202019;AC;Assis Brasil;1200054;False;False;07/05/2020;city;7534;7417;1;13,27316;0;0;0;0;7
07/05/2020;202019;AC;Bujari;1200138;False;False;07/05/2020;city;10420;10266;4;38,38772;0;0;1;0;30
07/05/2020;202019;AC;Cruzeiro do Sul;1200203;False;False;07/05/2020;city;89072;88376;26;29,18987;0;0;0;0;25
07/05/2020;202019;AC;EpitaciolÃ¢ndia;1200252;False;False;07/05/2020;city;18696;18411;2;10,69748;0;0;2;0;1
07/05/2020;202019;AC;FeijÃ³;1200302;False;False;07/05/2020;city;34884;34780;1;2,86664;0;0;0;0;6
07/05/2020;202019;AC;MÃ¢ncio Lima;1200336;False;False;07/05/2020;city;19311;18977;3;15,53519;0;0;1;0;9
07/05/2020;202019;AC;PlÃ¡cido de Castro;1200385;False;False;07/05/2020;city;19955;19761;54;270,60887;0,0556;3;1;0;32
07/05/2020;202019;AC;Porto Acre;1200807;False;False;07/05/2020;city;18824;18504;3;15,9371;0;0;0;0;40
07/05/2020;202019;AC;Rio Branco;1200401;False;False;07/05/2020;city;413418;407319;875;211,65019;0,0354;31;67;0;52
07/05/2020;202019;AC;Sena Madureira;1200500;False;False;07/05/2020;city;46511;45848;2;4,30006;0;0;0;0;4
07/05/2020;202019;AC;Senador Guiomard;1200450;False;False;07/05/2020;city;23236;23024;11;47,34033;0;0;-1;0;19
07/05/2020;202019;AC;TarauacÃ¡;1200609;False;False;07/05/2020;city;43151;42567;8;18,53955;0,125;1;0;1;6
07/05/2020;202019;AC;Xapuri;1200708;False;False;07/05/2020;city;19596;19323;9;45,92774;0;0;0;0;9
07/05/2020;202019;AC;;12;False;False;07/05/2020;state;894470;881935;1014;113,36322;0,0355;36;71;1;52
08/05/2020;202019;AC;AcrelÃ¢ndia;1200013;False;False;08/05/2020;city;15490;15256;17;109,74822;0,0588;1;2;0;41
08/05/2020;202019;AC;Assis Brasil;1200054;False;False;08/05/2020;city;7534;7417;1;13,27316;0;0;0;0;8
08/05/2020;202019;AC;Bujari;1200138;False;False;08/05/2020;city;10420;10266;4;38,38772;0;0;0;0;31
08/05/2020;202019;AC;Capixaba;1200179;False;False;08/05/2020;city;12008;11733;1;8,32778;0;0;1;0;1
08/05/2020;202019;AC;Cruzeiro do Sul;1200203;False;False;08/05/2020;city;89072;88376;47;52,7663;0;0;21;0;26
08/05/2020;202019;AC;EpitaciolÃ¢ndia;1200252;False;False;08/05/2020;city;18696;18411;2;10,69748;0;0;0;0;2
08/05/2020;202019;AC;FeijÃ³;1200302;False;False;08/05/2020;city;34884;34780;1;2,86664;0;0;0;0;7
08/05/2020;202019;AC;MÃ¢ncio Lima;1200336;False;False;08/05/2020;city;19311;18977;3;15,53519;0;0;0;0;10
08/05/2020;202019;AC;PlÃ¡cido de Castro;1200385;False;False;08/05/2020;city;19955;19761;62;310,69907;0,0484;3;8;0;33
08/05/2020;202019;AC;Porto Acre;1200807;False;False;08/05/2020;city;18824;18504;8;42,49894;0;0;5;0;41
08/05/2020;202019;AC;Rio Branco;1200401;False;False;08/05/2020;city;413418;407319;994;240,43462;0,0332;33;119;2;53
08/05/2020;202019;AC;Santa Rosa do Purus;1200435;False;False;08/05/2020;city;6717;6540;1;14,8876;0;0;1;0;1
08/05/2020;202019;AC;Sena Madureira;1200500;False;False;08/05/2020;city;46511;45848;2;4,30006;0;0;0;0;5
08/05/2020;202019;AC;Senador Guiomard;1200450;False;False;08/05/2020;city;23236;23024;15;64,555;0;0;4;0;20
08/05/2020;202019;AC;TarauacÃ¡;1200609;False;False;08/05/2020;city;43151;42567;9;20,85699;0,1111;1;1;0;7
08/05/2020;202019;AC;Xapuri;1200708;False;False;08/05/2020;city;19596;19323;10;51,03082;0;0;1;0;10
08/05/2020;202019;AC;;12;False;False;08/05/2020;state;894470;881935;1177;131,5863;0,0323;38;163;2;53
09/05/2020;202019;AC;AcrelÃ¢ndia;1200013;False;False;09/05/2020;city;15490;15256;28;180,76178;0,0357;1;11;0;42
09/05/2020;202019;AC;Assis Brasil;1200054;False;False;09/05/2020;city;7534;7417;1;13,27316;0;0;0;0;9
09/05/2020;202019;AC;BrasilÃ©ia;1200104;False;False;09/05/2020;city;26702;26278;1;3,74504;0;0;1;0;1
09/05/2020;202019;AC;Bujari;1200138;False;False;09/05/2020;city;10420;10266;4;38,38772;0;0;0;0;32
09/05/2020;202019;AC;Capixaba;1200179;False;False;09/05/2020;city;12008;11733;1;8,32778;0;0;0;0;2
09/05/2020;202019;AC;Cruzeiro do Sul;1200203;False;False;09/05/2020;city;89072;88376;46;51,64361;0;0;-1;0;27
09/05/2020;202019;AC;EpitaciolÃ¢ndia;1200252;False;False;09/05/2020;city;18696;18411;2;10,69748;0;0;0;0;3
09/05/2020;202019;AC;FeijÃ³;1200302;False;False;09/05/2020;city;34884;34780;1;2,86664;0;0;0;0;8
09/05/2020;202019;AC;MÃ¢ncio Lima;1200336;False;False;09/05/2020;city;19311;18977;3;15,53519;0;0;0;0;11
09/05/2020;202019;AC;PlÃ¡cido de Castro;1200385;False;False;09/05/2020;city;19955;19761;68;340,76673;0,0441;3;6;0;34
09/05/2020;202019;AC;Porto Acre;1200807;False;False;09/05/2020;city;18824;18504;8;42,49894;0;0;0;0;42
09/05/2020;202019;AC;Rio Branco;1200401;False;False;09/05/2020;city;413418;407319;1124;271,87979;0,0311;35;130;2;54
09/05/2020;202019;AC;Santa Rosa do Purus;1200435;False;False;09/05/2020;city;6717;6540;1;14,8876;0;0;0;0;2
09/05/2020;202019;AC;Sena Madureira;1200500;False;False;09/05/2020;city;46511;45848;5;10,75015;0;0;3;0;6
09/05/2020;202019;AC;Senador Guiomard;1200450;False;False;09/05/2020;city;23236;23024;15;64,555;0;0;0;0;21
09/05/2020;202019;AC;TarauacÃ¡;1200609;False;False;09/05/2020;city;43151;42567;16;37,07909;0,0625;1;7;0;8
09/05/2020;202019;AC;Xapuri;1200708;False;False;09/05/2020;city;19596;19323;11;56,1339;0;0;1;0;11
09/05/2020;202019;AC;;12;False;False;09/05/2020;state;894470;881935;1335;149,25039;0,03;40;158;2;54
10/05/2020;202020;AC;AcrelÃ¢ndia;1200013;False;False;10/05/2020;city;15490;15256;30;193,67334;0,0333;1;2;0;43
10/05/2020;202020;AC;Assis Brasil;1200054;False;False;10/05/2020;city;7534;7417;1;13,27316;0;0;0;0;10
10/05/2020;202020;AC;BrasilÃ©ia;1200104;False;False;10/05/2020;city;26702;26278;1;3,74504;0;0;0;0;2
10/05/2020;202020;AC;Bujari;1200138;False;False;10/05/2020;city;10420;10266;4;38,38772;0;0;0;0;33
10/05/2020;202020;AC;Capixaba;1200179;False;False;10/05/2020;city;12008;11733;1;8,32778;0;0;0;0;3
10/05/2020;202020;AC;Cruzeiro do Sul;1200203;False;False;10/05/2020;city;89072;88376;75;84,20154;0;0;29;0;28
10/05/2020;202020;AC;EpitaciolÃ¢ndia;1200252;False;False;10/05/2020;city;18696;18411;2;10,69748;0;0;0;0;4
10/05/2020;202020;AC;FeijÃ³;1200302;False;False;10/05/2020;city;34884;34780;1;2,86664;0;0;0;0;9
10/05/2020;202020;AC;MÃ¢ncio Lima;1200336;False;False;10/05/2020;city;19311;18977;3;15,53519;0;0;0;0;12
10/05/2020;202020;AC;PlÃ¡cido de Castro;1200385;False;False;10/05/2020;city;19955;19761;68;340,76673;0,0441;3;0;0;35
10/05/2020;202020;AC;Porto Acre;1200807;False;False;10/05/2020;city;18824;18504;8;42,49894;0;0;0;0;43
10/05/2020;202020;AC;Rio Branco;1200401;False;False;10/05/2020;city;413418;407319;1192;288,32804;0,0302;36;68;1;55
10/05/2020;202020;AC;Santa Rosa do Purus;1200435;False;False;10/05/2020;city;6717;6540;1;14,8876;0;0;0;0;3
10/05/2020;202020;AC;Sena Madureira;1200500;False;False;10/05/2020;city;46511;45848;5;10,75015;0;0;0;0;7
10/05/2020;202020;AC;Senador Guiomard;1200450;False;False;10/05/2020;city;23236;23024;28;120,50267;0;0;13;0;22
10/05/2020;202020;AC;TarauacÃ¡;1200609;False;False;10/05/2020;city;43151;42567;16;37,07909;0,0625;1;0;0;9
10/05/2020;202020;AC;Xapuri;1200708;False;False;10/05/2020;city;19596;19323;11;56,1339;0;0;0;0;12
10/05/2020;202020;AC;;12;False;False;10/05/2020;state;894470;881935;1447;161,77178;0,0283;41;112;1;55
11/05/2020;202020;AC;AcrelÃ¢ndia;1200013;False;False;11/05/2020;city;15490;15256;30;193,67334;0,0333;1;0;0;44
11/05/2020;202020;AC;Assis Brasil;1200054;False;False;11/05/2020;city;7534;7417;1;13,27316;0;0;0;0;11
11/05/2020;202020;AC;BrasilÃ©ia;1200104;False;False;11/05/2020;city;26702;26278;1;3,74504;0;0;0;0;3
11/05/2020;202020;AC;Bujari;1200138;False;False;11/05/2020;city;10420;10266;4;38,38772;0;0;0;0;34
11/05/2020;202020;AC;Capixaba;1200179;False;False;11/05/2020;city;12008;11733;1;8,32778;0;0;0;0;4
11/05/2020;202020;AC;Cruzeiro do Sul;1200203;False;False;11/05/2020;city;89072;88376;81;90,93767;0;0;6;0;29
11/05/2020;202020;AC;EpitaciolÃ¢ndia;1200252;False;False;11/05/2020;city;18696;18411;2;10,69748;0;0;0;0;5
11/05/2020;202020;AC;FeijÃ³;1200302;False;False;11/05/2020;city;34884;34780;1;2,86664;0;0;0;0;10
11/05/2020;202020;AC;MÃ¢ncio Lima;1200336;False;False;11/05/2020;city;19311;18977;3;15,53519;0;0;0;0;13
11/05/2020;202020;AC;PlÃ¡cido de Castro;1200385;False;False;11/05/2020;city;19955;19761;68;340,76673;0,0441;3;0;0;36
11/05/2020;202020;AC;Porto Acre;1200807;False;False;11/05/2020;city;18824;18504;8;42,49894;0;0;0;0;44
11/05/2020;202020;AC;Rio Branco;1200401;False;False;11/05/2020;city;413418;407319;1192;288,32804;0,0327;39;0;3;56
11/05/2020;202020;AC;Santa Rosa do Purus;1200435;False;False;11/05/2020;city;6717;6540;1;14,8876;0;0;0;0;4
11/05/2020;202020;AC;Sena Madureira;1200500;False;False;11/05/2020;city;46511;45848;11;23,65032;0;0;6;0;8
11/05/2020;202020;AC;Senador Guiomard;1200450;False;False;11/05/2020;city;23236;23024;29;124,80633;0;0;1;0;23
11/05/2020;202020;AC;TarauacÃ¡;1200609;False;False;11/05/2020;city;43151;42567;16;37,07909;0,0625;1;0;0;10
11/05/2020;202020;AC;Xapuri;1200708;False;False;11/05/2020;city;19596;19323;11;56,1339;0;0;0;0;13
11/05/2020;202020;AC;;12;False;False;11/05/2020;state;894470;881935;1460;163,22515;0,0301;44;13;3;56
12/05/2020;202020;AC;AcrelÃ¢ndia;1200013;False;False;12/05/2020;city;15490;15256;31;200,12912;0,0323;1;1;0;45
12/05/2020;202020;AC;Assis Brasil;1200054;False;False;12/05/2020;city;7534;7417;1;13,27316;0;0;0;0;12
12/05/2020;202020;AC;BrasilÃ©ia;1200104;False;False;12/05/2020;city;26702;26278;3;11,23511;0;0;2;0;4
12/05/2020;202020;AC;Bujari;1200138;False;False;12/05/2020;city;10420;10266;8;76,77543;0;0;4;0;35
12/05/2020;202020;AC;Capixaba;1200179;False;False;12/05/2020;city;12008;11733;1;8,32778;0;0;0;0;5
12/05/2020;202020;AC;Cruzeiro do Sul;1200203;False;False;12/05/2020;city;89072;88376;85;95,42842;0;0;4;0;30
12/05/2020;202020;AC;EpitaciolÃ¢ndia;1200252;False;False;12/05/2020;city;18696;18411;2;10,69748;0;0;0;0;6
12/05/2020;202020;AC;FeijÃ³;1200302;False;False;12/05/2020;city;34884;34780;1;2,86664;0;0;0;0;11
12/05/2020;202020;AC;Marechal Thaumaturgo;1200351;False;False;12/05/2020;city;19299;18867;3;15,54485;0;0;3;0;1
12/05/2020;202020;AC;MÃ¢ncio Lima;1200336;False;False;12/05/2020;city;19311;18977;3;15,53519;0;0;0;0;14
12/05/2020;202020;AC;PlÃ¡cido de Castro;1200385;False;False;12/05/2020;city;19955;19761;82;410,92458;0,0366;3;14;0;37
12/05/2020;202020;AC;Porto Acre;1200807;False;False;12/05/2020;city;18824;18504;11;58,43604;0;0;3;0;45
12/05/2020;202020;AC;Rio Branco;1200401;False;False;12/05/2020;city;413418;407319;1263;305,50194;0,0364;46;71;7;57
12/05/2020;202020;AC;Rodrigues Alves;1200427;False;False;12/05/2020;city;19351;18930;4;20,67077;0;0;4;0;1
12/05/2020;202020;AC;Santa Rosa do Purus;1200435;False;False;12/05/2020;city;6717;6540;1;14,8876;0;0;0;0;5
12/05/2020;202020;AC;Sena Madureira;1200500;False;False;12/05/2020;city;46511;45848;17;36,55049;0;0;6;0;9
12/05/2020;202020;AC;Senador Guiomard;1200450;False;False;12/05/2020;city;23236;23024;41;176,45034;0;0;12;0;24
12/05/2020;202020;AC;TarauacÃ¡;1200609;False;False;12/05/2020;city;43151;42567;21;48,66631;0,0476;1;5;0;11
12/05/2020;202020;AC;Xapuri;1200708;False;False;12/05/2020;city;19596;19323;12;61,23699;0;0;1;0;14
12/05/2020;202020;AC;;12;False;False;12/05/2020;state;894470;881935;1590;177,7589;0,0321;51;130;7;57
13/05/2020;202020;AC;AcrelÃ¢ndia;1200013;False;False;13/05/2020;city;15490;15256;39;251,77534;0,0256;1;8;0;46
13/05/2020;202020;AC;Assis Brasil;1200054;False;False;13/05/2020;city;7534;7417;1;13,27316;0;0;0;0;13
13/05/2020;202020;AC;BrasilÃ©ia;1200104;False;False;13/05/2020;city;26702;26278;3;11,23511;0;0;0;0;5
