Date;Epidemiological Week;State;City;City Ibge Code;Is Last;Is Repeated;Last Available Date;Place Type;Estimated Population;Estimated Population 2019;Last Available Confirmed;Last Available Confirmed Per 100K Inhabitants;Last Available Death Rate;Last Available Deaths;New Confirmed;New Deaths;Order For Place
21/09/2021;202138;AC;Marechal Thaumaturgo;1200351;False;False;21/09/2021;city;19299;18867;1358;7036,63402;0,0088;12;0;0;498
21/09/2021;202138;AC;MÃ¢ncio Lima;1200336;False;False;21/09/2021;city;19311;18977;2994;15504,11682;0,0107;32;0;0;511
21/09/2021;202138;AC;PlÃ¡cido de Castro;1200385;False;False;21/09/2021;city;19955;19761;1788;8960,16036;0,0112;20;0;0;534
21/09/2021;202138;AC;Porto Acre;1200807;False;False;21/09/2021;city;18824;18504;1550;8234,16915;0,0245;38;0;0;542
21/09/2021;202138;AC;Porto Walter;1200393;False;False;21/09/2021;city;12241;11982;551;4501,26624;0,0109;6;0;0;497
21/09/2021;202138;AC;Rio Branco;1200401;False;False;21/09/2021;city;413418;407319;38101;9216,09606;0,0285;1086;0;0;554
21/09/2021;202138;AC;Rodrigues Alves;1200427;False;False;21/09/2021;city;19351;18930;1015;5245,20697;0,0128;13;0;0;498
21/09/2021;202138;AC;Santa Rosa do Purus;1200435;False;False;21/09/2021;city;6717;6540;1014;15096,02501;0,0069;7;0;0;502
21/09/2021;202138;AC;Sena Madureira;1200500;False;False;21/09/2021;city;46511;45848;5871;12622,82041;0,014;82;0;15;506
21/09/2021;202138;AC;Senador Guiomard;1200450;False;False;21/09/2021;city;23236;23024;1201;5168,70374;0,035;42;0;0;521
21/09/2021;202138;AC;TarauacÃ¡;1200609;False;False;21/09/2021;city;43151;42567;6589;15269,63454;0,0071;47;0;1;508
21/09/2021;202138;AC;Xapuri;1200708;False;False;21/09/2021;city;19596;19323;3031;15467,44234;0,0102;31;0;0;511
21/09/2021;202138;AC;;12;False;False;21/09/2021;state;894470;881935;87932;9830,62596;0,0209;1835;0;18;554
22/09/2021;202138;AC;AcrelÃ¢ndia;1200013;False;False;22/09/2021;city;15490;15256;1796;11594,57715;0,0206;37;0;0;543
22/09/2021;202138;AC;Assis Brasil;1200054;False;False;22/09/2021;city;7534;7417;1829;24276,61269;0,0131;24;0;0;510
22/09/2021;202138;AC;BrasilÃ©ia;1200104;False;False;22/09/2021;city;26702;26278;2997;11223,87836;0,0143;43;0;0;502
22/09/2021;202138;AC;Bujari;1200138;False;False;22/09/2021;city;10420;10266;1139;10930,90211;0,0149;17;0;0;533
22/09/2021;202138;AC;Capixaba;1200179;False;False;22/09/2021;city;12008;11733;675;5621,2525;0,0252;17;0;0;503
22/09/2021;202138;AC;Cruzeiro do Sul;1200203;False;False;22/09/2021;city;89072;88376;7900;8869,22939;0,0211;167;0;0;528
22/09/2021;202138;AC;EpitaciolÃ¢ndia;1200252;False;False;22/09/2021;city;18696;18411;1582;8461,70304;0,0221;35;0;0;504
22/09/2021;202138;AC;FeijÃ³;1200302;False;False;22/09/2021;city;34884;34780;3338;9568,85678;0,0189;63;0;0;509
22/09/2021;202138;AC;JordÃ£o;1200328;False;False;22/09/2021;city;8473;8317;706;8332,34982;0,0028;2;0;0;493
22/09/2021;202138;AC;Manoel Urbano;1200344;False;False;22/09/2021;city;9581;9459;907;9466,65275;0,0154;14;0;0;498
22/09/2021;202138;AC;Marechal Thaumaturgo;1200351;False;False;22/09/2021;city;19299;18867;1358;7036,63402;0,0088;12;0;0;499
22/09/2021;202138;AC;MÃ¢ncio Lima;1200336;False;False;22/09/2021;city;19311;18977;2994;15504,11682;0,0107;32;0;0;512
22/09/2021;202138;AC;PlÃ¡cido de Castro;1200385;False;False;22/09/2021;city;19955;19761;1788;8960,16036;0,0112;20;0;0;535
22/09/2021;202138;AC;Porto Acre;1200807;False;False;22/09/2021;city;18824;18504;1550;8234,16915;0,0245;38;0;0;543
22/09/2021;202138;AC;Porto Walter;1200393;False;False;22/09/2021;city;12241;11982;551;4501,26624;0,0109;6;0;0;498
22/09/2021;202138;AC;Rio Branco;1200401;False;False;22/09/2021;city;413418;407319;38101;9216,09606;0,0285;1086;0;0;555
22/09/2021;202138;AC;Rodrigues Alves;1200427;False;False;22/09/2021;city;19351;18930;1015;5245,20697;0,0128;13;0;0;499
22/09/2021;202138;AC;Santa Rosa do Purus;1200435;False;False;22/09/2021;city;6717;6540;1014;15096,02501;0,0069;7;0;0;503
22/09/2021;202138;AC;Sena Madureira;1200500;False;False;22/09/2021;city;46511;45848;5871;12622,82041;0,014;82;0;0;507
22/09/2021;202138;AC;Senador Guiomard;1200450;False;False;22/09/2021;city;23236;23024;1201;5168,70374;0,035;42;0;0;522
22/09/2021;202138;AC;TarauacÃ¡;1200609;False;False;22/09/2021;city;43151;42567;6589;15269,63454;0,0071;47;0;0;509
22/09/2021;202138;AC;Xapuri;1200708;False;False;22/09/2021;city;19596;19323;3031;15467,44234;0,0102;31;0;0;512
22/09/2021;202138;AC;;12;False;False;22/09/2021;state;894470;881935;87932;9830,62596;0,0209;1835;0;0;555
23/09/2021;202138;AC;AcrelÃ¢ndia;1200013;False;False;23/09/2021;city;15490;15256;1796;11594,57715;0,0206;37;0;0;544
23/09/2021;202138;AC;Assis Brasil;1200054;False;False;23/09/2021;city;7534;7417;1829;24276,61269;0,0131;24;0;0;511
23/09/2021;202138;AC;BrasilÃ©ia;1200104;False;False;23/09/2021;city;26702;26278;2997;11223,87836;0,0143;43;0;0;503
23/09/2021;202138;AC;Bujari;1200138;False;False;23/09/2021;city;10420;10266;1139;10930,90211;0,0149;17;0;0;534
23/09/2021;202138;AC;Capixaba;1200179;False;False;23/09/2021;city;12008;11733;675;5621,2525;0,0252;17;0;0;504
23/09/2021;202138;AC;Cruzeiro do Sul;1200203;False;False;23/09/2021;city;89072;88376;7900;8869,22939;0,0211;167;0;0;529
23/09/2021;202138;AC;EpitaciolÃ¢ndia;1200252;False;False;23/09/2021;city;18696;18411;1582;8461,70304;0,0228;36;0;1;505
23/09/2021;202138;AC;FeijÃ³;1200302;False;False;23/09/2021;city;34884;34780;3338;9568,85678;0,0189;63;0;0;510
23/09/2021;202138;AC;JordÃ£o;1200328;False;False;23/09/2021;city;8473;8317;706;8332,34982;0,0028;2;0;0;494
23/09/2021;202138;AC;Manoel Urbano;1200344;False;False;23/09/2021;city;9581;9459;907;9466,65275;0,0154;14;0;0;499
23/09/2021;202138;AC;Marechal Thaumaturgo;1200351;False;False;23/09/2021;city;19299;18867;1358;7036,63402;0,0088;12;0;0;500
23/09/2021;202138;AC;MÃ¢ncio Lima;1200336;False;False;23/09/2021;city;19311;18977;2994;15504,11682;0,0107;32;0;0;513
23/09/2021;202138;AC;PlÃ¡cido de Castro;1200385;False;False;23/09/2021;city;19955;19761;1788;8960,16036;0,0112;20;0;0;536
23/09/2021;202138;AC;Porto Acre;1200807;False;False;23/09/2021;city;18824;18504;1550;8234,16915;0,0245;38;0;0;544
23/09/2021;202138;AC;Porto Walter;1200393;False;False;23/09/2021;city;12241;11982;551;4501,26624;0,0109;6;0;0;499
23/09/2021;202138;AC;Rio Branco;1200401;False;False;23/09/2021;city;413418;407319;38103;9216,57983;0,0285;1086;2;0;556
23/09/2021;202138;AC;Rodrigues Alves;1200427;False;False;23/09/2021;city;19351;18930;1015;5245,20697;0,0128;13;0;0;500
23/09/2021;202138;AC;Santa Rosa do Purus;1200435;False;False;23/09/2021;city;6717;6540;1014;15096,02501;0,0069;7;0;0;504
23/09/2021;202138;AC;Sena Madureira;1200500;False;False;23/09/2021;city;46511;45848;5871;12622,82041;0,014;82;0;0;508
23/09/2021;202138;AC;Senador Guiomard;1200450;False;False;23/09/2021;city;23236;23024;1201;5168,70374;0,035;42;0;0;523
23/09/2021;202138;AC;TarauacÃ¡;1200609;False;False;23/09/2021;city;43151;42567;6589;15269,63454;0,0071;47;0;0;510
23/09/2021;202138;AC;Xapuri;1200708;False;False;23/09/2021;city;19596;19323;3031;15467,44234;0,0102;31;0;0;513
23/09/2021;202138;AC;;12;False;False;23/09/2021;state;894470;881935;87934;9830,84955;0,0209;1836;2;1;556
24/09/2021;202138;AC;AcrelÃ¢ndia;1200013;False;False;24/09/2021;city;15490;15256;1796;11594,57715;0,0206;37;0;0;545
24/09/2021;202138;AC;Assis Brasil;1200054;False;False;24/09/2021;city;7534;7417;1829;24276,61269;0,0131;24;0;0;512
24/09/2021;202138;AC;BrasilÃ©ia;1200104;False;False;24/09/2021;city;26702;26278;2998;11227,6234;0,0143;43;1;0;504
24/09/2021;202138;AC;Bujari;1200138;False;False;24/09/2021;city;10420;10266;1139;10930,90211;0,0149;17;0;0;535
24/09/2021;202138;AC;Capixaba;1200179;False;False;24/09/2021;city;12008;11733;675;5621,2525;0,0252;17;0;0;505
24/09/2021;202138;AC;Cruzeiro do Sul;1200203;False;False;24/09/2021;city;89072;88376;7900;8869,22939;0,0211;167;0;0;530
24/09/2021;202138;AC;EpitaciolÃ¢ndia;1200252;False;False;24/09/2021;city;18696;18411;1582;8461,70304;0,0228;36;0;0;506
24/09/2021;202138;AC;FeijÃ³;1200302;False;False;24/09/2021;city;34884;34780;3338;9568,85678;0,0189;63;0;0;511
24/09/2021;202138;AC;JordÃ£o;1200328;False;False;24/09/2021;city;8473;8317;706;8332,34982;0,0028;2;0;0;495
24/09/2021;202138;AC;Manoel Urbano;1200344;False;False;24/09/2021;city;9581;9459;907;9466,65275;0,0154;14;0;0;500
24/09/2021;202138;AC;Marechal Thaumaturgo;1200351;False;False;24/09/2021;city;19299;18867;1358;7036,63402;0,0088;12;0;0;501
24/09/2021;202138;AC;MÃ¢ncio Lima;1200336;False;False;24/09/2021;city;19311;18977;2994;15504,11682;0,0107;32;0;0;514
24/09/2021;202138;AC;PlÃ¡cido de Castro;1200385;False;False;24/09/2021;city;19955;19761;1788;8960,16036;0,0112;20;0;0;537
24/09/2021;202138;AC;Porto Acre;1200807;False;False;24/09/2021;city;18824;18504;1550;8234,16915;0,0245;38;0;0;545
24/09/2021;202138;AC;Porto Walter;1200393;False;False;24/09/2021;city;12241;11982;551;4501,26624;0,0109;6;0;0;500
24/09/2021;202138;AC;Rio Branco;1200401;False;False;24/09/2021;city;413418;407319;38105;9217,0636;0,0285;1086;2;0;557
24/09/2021;202138;AC;Rodrigues Alves;1200427;False;False;24/09/2021;city;19351;18930;1015;5245,20697;0,0128;13;0;0;501
24/09/2021;202138;AC;Santa Rosa do Purus;1200435;False;False;24/09/2021;city;6717;6540;1014;15096,02501;0,0069;7;0;0;505
24/09/2021;202138;AC;Sena Madureira;1200500;False;False;24/09/2021;city;46511;45848;5871;12622,82041;0,014;82;0;0;509
24/09/2021;202138;AC;Senador Guiomard;1200450;False;False;24/09/2021;city;23236;23024;1201;5168,70374;0,035;42;0;0;524
24/09/2021;202138;AC;TarauacÃ¡;1200609;False;False;24/09/2021;city;43151;42567;6589;15269,63454;0,0071;47;0;0;511
24/09/2021;202138;AC;Xapuri;1200708;False;False;24/09/2021;city;19596;19323;3031;15467,44234;0,0102;31;0;0;514
24/09/2021;202138;AC;;12;False;False;24/09/2021;state;894470;881935;87937;9831,18495;0,0209;1836;3;0;557
25/09/2021;202138;AC;AcrelÃ¢ndia;1200013;False;False;25/09/2021;city;15490;15256;1796;11594,57715;0,0206;37;0;0;546
25/09/2021;202138;AC;Assis Brasil;1200054;False;False;25/09/2021;city;7534;7417;1829;24276,61269;0,0131;24;0;0;513
25/09/2021;202138;AC;BrasilÃ©ia;1200104;False;False;25/09/2021;city;26702;26278;2998;11227,6234;0,0143;43;0;0;505
25/09/2021;202138;AC;Bujari;1200138;False;False;25/09/2021;city;10420;10266;1139;10930,90211;0,0149;17;0;0;536
25/09/2021;202138;AC;Capixaba;1200179;False;False;25/09/2021;city;12008;11733;675;5621,2525;0,0252;17;0;0;506
25/09/2021;202138;AC;Cruzeiro do Sul;1200203;False;False;25/09/2021;city;89072;88376;7900;8869,22939;0,0211;167;0;0;531
25/09/2021;202138;AC;EpitaciolÃ¢ndia;1200252;False;False;25/09/2021;city;18696;18411;1582;8461,70304;0,0228;36;0;0;507
25/09/2021;202138;AC;FeijÃ³;1200302;False;False;25/09/2021;city;34884;34780;3338;9568,85678;0,0189;63;0;0;512
25/09/2021;202138;AC;JordÃ£o;1200328;False;False;25/09/2021;city;8473;8317;706;8332,34982;0,0028;2;0;0;496
25/09/2021;202138;AC;Manoel Urbano;1200344;False;False;25/09/2021;city;9581;9459;907;9466,65275;0,0154;14;0;0;501
25/09/2021;202138;AC;Marechal Thaumaturgo;1200351;False;False;25/09/2021;city;19299;18867;1358;7036,63402;0,0088;12;0;0;502
25/09/2021;202138;AC;MÃ¢ncio Lima;1200336;False;False;25/09/2021;city;19311;18977;2994;15504,11682;0,0107;32;0;0;515
25/09/2021;202138;AC;PlÃ¡cido de Castro;1200385;False;False;25/09/2021;city;19955;19761;1788;8960,16036;0,0112;20;0;0;538
25/09/2021;202138;AC;Porto Acre;1200807;False;False;25/09/2021;city;18824;18504;1550;8234,16915;0,0245;38;0;0;546
25/09/2021;202138;AC;Porto Walter;1200393;False;False;25/09/2021;city;12241;11982;551;4501,26624;0,0109;6;0;0;501
25/09/2021;202138;AC;Rio Branco;1200401;False;False;25/09/2021;city;413418;407319;38106;9217,30549;0,0285;1086;1;0;558
25/09/2021;202138;AC;Rodrigues Alves;1200427;False;False;25/09/2021;city;19351;18930;1015;5245,20697;0,0128;13;0;0;502
25/09/2021;202138;AC;Santa Rosa do Purus;1200435;False;False;25/09/2021;city;6717;6540;1014;15096,02501;0,0069;7;0;0;506
25/09/2021;202138;AC;Sena Madureira;1200500;False;False;25/09/2021;city;46511;45848;5871;12622,82041;0,014;82;0;0;510
25/09/2021;202138;AC;Senador Guiomard;1200450;False;False;25/09/2021;city;23236;23024;1201;5168,70374;0,035;42;0;0;525
